Unnamed: 0.1,Unnamed: 0,vid,video_path,en_srt,zh_srt,age,gender,interests,level,备注,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,zhihu_url
379,,409,,Video_Finished\409\409_English.srt,,"prek, k12, adult","male, female","Comedy, Humor, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835283910587711488
380,,410,,Video_Finished\410\410_English.srt,,"k12, adult","male, female","Comedy, Education, Humor, Entertainment, Languag",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835284233255538689
381,,411,,Video_Finished\411\411_English.srt,,"prek, k12, adult","male, female","Comedy, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835286140208435201
382,,412,,Video_Finished\412\412_English.srt,,"k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835286277303455744
383,,413,,Video_Finished\413\413_English.srt,,"k12, adult","male, female","Comedy, Sports, Fitness, Humor, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835287423216652288
384,,414,,Video_Finished\414\414_English.srt,,"k12, adult","male, female","Comedy, Food, Education, Humor, Entertainment, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835287561486098434
385,,415,,Video_Finished\415\415_English.srt,,"k12, adult","male, female","Education, Technology, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835288137271746561
386,,416,,Video_Finished\416\416_English.srt,,"k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835288344059322370
387,,417,,Video_Finished\417\417_English.srt,,"k12, adult","male, female","Comedy, Education, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835288487324172289
388,,418,,Video_Finished\418\418_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835289051793600512
389,,419,,Video_Finished\419\419_English.srt,,adult,"male, female","Comedy, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835289351078166528
390,,420,,Video_Finished\420\420_English.srt,,"k12, adult","male, female","Education, Technology, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835289689449451520
391,,421,,Video_Finished\421\421_English.srt,,"prek, k12, adult","male, female","Comedy, Humor, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835289984803938304
392,,422,,Video_Finished\422\422_English.srt,,"k12, adult","male, female","Comedy, Humor, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835290892606517248
393,,423,,Video_Finished\423\423_English.srt,,"k12, adult","male, female","Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835290144858574849
394,,424,,Video_Finished\424\424_English.srt,,"k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835797041315463168
395,,425,,Video_Finished\425\425_English.srt,,"k12, adult","male, female","Education, Technology, Language",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835290455111233536
396,,426,,Video_Finished\426\426_English.srt,,"k12, adult","male, female",,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684183386759168
397,,427,,Video_Finished\427\427_English.srt,,adult,female,"Fashion, Beauty",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684183625838592
398,,428,,Video_Finished\428\428_English.srt,,"prek, k12, adult","male, female","Comedy, Humor, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684371740385280
399,,429,,Video_Finished\429\429_English.srt,,"k12, adult","male, female","Comedy, Food, Humor, Love & Relationships, Psychology, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684367864832002
400,,430,,Video_Finished\430\430_English.srt,,"k12, adult","male, female","Sports, Fitness",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684370968621056
401,,431,,Video_Finished\431\431_English.srt,,"prek, k12, adult","male, female","Comedy, Thriller, Entertainment, Education",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684373858508802
402,,432,,Video_Finished\432\432_English.srt,,"k12, adult","male, female","Food, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684369047625729
403,,433,,Video_Finished\433\433_English.srt,,"k12, adult","male, female","Movies & TV, Books, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684371023159296
404,,434,,Video_Finished\434\434_English.srt,,"k12, adult","male, female","Sports, Fitness, Thriller, Entertainmen",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686957688180736
405,,435,,Video_Finished\435\435_English.srt,,"k12, adult","male, female","Pets, Home & Garden, Entertainment, Nature",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686964420022274
406,,436,,Video_Finished\436\436_English.srt,,"k12, adult","male, female","Food, DIY & Crafts, Home & Garden, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686959567224833
407,,437,,Video_Finished\437\437_English.srt,,"k12, adult","male, female","Sports, Fitness, Thriller, Entertainmen",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686962230599680
408,,438,,Video_Finished\438\438_English.srt,,"k12, adult","male, female","Food, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686963862175747
409,,439,,Video_Finished\439\439_English.srt,,"k12, adult","male, female","Food, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686966684942336
410,,440,,Video_Finished\440\440_English.srt,,"k12, adult","male, female","Movies & TV, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686966684942336
411,,441,,Video_Finished\441\441_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686960192180224
412,,442,,Video_Finished\442\442_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686959844048896
413,,443,,Video_Finished\443\443_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686962184454145
414,,444,,Video_Finished\444\444_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686954739589121
415,,445,,Video_Finished\445\445_English.srt,,adult,"male, female","Comedy, Cars & Vehicles, Humor, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835687900223770624
416,,446,,Video_Finished\446\446_English.srt,,"k12, adult","male, female","Comedy, Cars & Vehicles, Humor, Love & Relationships",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835692387063705600
417,,447,,Video_Finished\447\447_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835692385662795778
418,,448,,Video_Finished\448\448_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835692386094825472
419,,449,,Video_Finished\449\449_English.srt,,"k12, adult","male, female","Comedy, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835693858639458304
420,,450,,Video_Finished\450\450_English.srt,,"k12, adult","male, female","Comedy, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835693854138974208
421,,471,,Video_Finished\471\471_English.srt,,"k12, adult","male, female","Fashion, DIY & Crafts, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835697559340982273
422,,472,,Video_Finished\472\472_English.srt,,"k12, adult","male, female",Food,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835697559340982273
423,,473,,Video_Finished\473\473_English.srt,,"k12, adult","male, female","Comedy, Beauty, Humor, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835697552265183235
424,,474,,Video_Finished\474\474_English.srt,,adult,"male, female","Comedy, Dance, Movies & TV, Humor, Love & Relationships, Thriller",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699209388572672
425,,475,,Video_Finished\475\475_English.srt,,"k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699211053711361
426,,476,,Video_Finished\476\476_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699214514020352
427,,477,,Video_Finished\477\477_English.srt,,"k12, adult","male, female","Comedy, Food, Home & Garden, Humor, Love & Relationships, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699224232194048
428,,478,,Video_Finished\478\478_English.srt,,"k12, adult","male, female","Food, Love & Relationships, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699210097405953
429,,479,,Video_Finished\479\479_English.srt,,"k12, adult",female,"Fashion, Beauty, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699220264382464
430,,480,,Video_Finished\480\480_English.srt,,adult,"male, female","Comedy, Humor, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699210718175232
431,,481,,Video_Finished\481\481_English.srt,,"k12, adult","male, female","Comedy, Humor, Love & Relationships",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699213352169473
432,,482,,Video_Finished\482\482_English.srt,,"k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699221614948352
433,,483,,Video_Finished\483\483_English.srt,,"prek, k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699212483977216
434,,484,,Video_Finished\484\484_English.srt,,"k12, adult","male, female","Education, Language",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699218767020035
435,,485,,Video_Finished\485\485_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699210047074304
436,,486,,Video_Finished\486\486_English.srt,,"k12, adult","male, female","Food, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951223104229376
437,,487,,Video_Finished\487\487_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951241890512896
438,,488,,Video_Finished\488\488_English.srt,,"k12, adult","male, female","Comedy, Food, Humor, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951224295403521
439,,489,,Video_Finished\489\489_English.srt,,"k12, adult","male, female","Education, Science",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951239969521665
440,,490,,Video_Finished\490\490_English.srt,,"k12, adult","male, female","Food, Education, Fitness, Nature, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951237410992129
441,,491,,Video_Finished\491\491_English.srt,,"k12, adult","male, female","Education, Science, Thriller",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951225327190016
442,,492,,Video_Finished\492\492_English.srt,,"k12, adult","male, female",Entertainment,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951245157871617
443,,493,,Video_Finished\493\493_English.srt,,"prek, k12, adult","male, female",Entertainment,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951227604717569
444,,494,,Video_Finished\494\494_English.srt,,"k12, adult","male, female",Entertainment,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951233178951683
445,,495,,Video_Finished\495\495_English.srt,,"prek, k12, adult","male, female","Pets, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951215982292992
446,,496,,Video_Finished\496\496_English.srt,,"k12, adult","male, female","Travel, Thriller, Entertainment, Nature",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951226430296064
447,,497,,Video_Finished\497\497_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951238367281152
448,,499,,Video_Finished\499\499_English.srt,,"k12, adult","male, female","Food, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951248152596480
449,,500,,Video_Finished\500\500_English.srt,,"k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951234613403648
450,,501,,Video_Finished\501\501_English.srt,,"prek, k12, adult","male, female","Food, Thriller, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951236328853505
451,,502,,Video_Finished\502\502_English.srt,,"k12, adult","male, female","Travel, Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951243924742144
452,,503,,Video_Finished\503\503_English.srt,,"k12, adult","male, female","Food, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001246584119296
453,,504,,Video_Finished\504\504_English.srt,,"k12, adult","male, female","Thriller, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001368726437888
454,,505,,Video_Finished\505\505_English.srt,,"k12, adult","male, female","Food, Travel, Humor, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001456156700672
455,,506,,Video_Finished\506\506_English.srt,,"k12, adult","male, female","Travel, Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001639191949312
456,,507,,Video_Finished\507\507_English.srt,,"k12, adult","male, female","Comedy, Humor, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836001873515122689
457,,508,,Video_Finished\508\508_English.srt,,"k12, adult","male, female","Technology, Entertainment, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836002010719191042
458,,509,,Video_Finished\509\509_English.srt,,"k12, adult","male, female","Comedy, Humor, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836002183876853761
459,,510,,Video_Finished\510\510_English.srt,,"k12, adult","male, female","Food, Humor, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1836002273790144512
460,,520,,Video_Finished\520\520_English.srt,,"k12, adult","male, female","Comedy, Humor,  Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835989523428933632
