,Unnamed: 0.1,Unnamed: 0,vid,video_path,en_srt,zh_srt,age,gender,interests,level,备注,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,zhihu_url,ar_srt
315,326.0,,354,,Video_Finished\354\354_English.srt,,adult,"male, female",Food,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979210226794496,Video_Finished\354\354_Arbic.srt
316,327.0,,355,,Video_Finished\355\355_English.srt,,adult,"male, female",Love & Relationships,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979243793821696,Video_Finished\355\355_Arbic.srt
317,328.0,,356,,Video_Finished\356\356_English.srt,,"prek, k12, adult","male, female","Thriller, Education",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979292254818305,Video_Finished\356\356_Arbic.srt
318,329.0,,357,,Video_Finished\357\357_English.srt,,adult,"male, female",Comedy,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979341751795712,Video_Finished\357\357_Arbic.srt
319,330.0,,358,,Video_Finished\358\358_English.srt,,"k12, adult","male, female","Comedy, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979381601869825,Video_Finished\358\358_Arbic.srt
320,331.0,,359,,Video_Finished\359\359_English.srt,,"k12, adult","male, female","Thriller, Books, Home & Garden",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979436270428162,Video_Finished\359\359_Arbic.srt
321,332.0,,360,,Video_Finished\360\360_English.srt,,adult,"male, female",Humor,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979499000446977,Video_Finished\360\360_Arbic.srt
322,333.0,,361,,Video_Finished\361\361_English.srt,,adult,"male, female",Thriller,B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835981340979380225,Video_Finished\361\361_Arbic.srt
323,334.0,,362,,Video_Finished\362\362_English.srt,,"prek, k12","male, female",DIY & Crafts,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835981390346321921,Video_Finished\362\362_Arbic.srt
324,335.0,,363,,Video_Finished\363\363_English.srt,,"k12, adult","male, female","Nature, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835981443299418112,Video_Finished\363\363_Arbic.srt
325,336.0,,364,,Video_Finished\364\364_English.srt,,adult,"male, female","Comedy, Humor, Travel",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835981486349762560,Video_Finished\364\364_Arbic.srt
326,337.0,,365,,Video_Finished\365\365_English.srt,,adult,"male, female",Pets,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835981555442536448,Video_Finished\365\365_Arbic.srt
327,338.0,,366,,Video_Finished\366\366_English.srt,,"k12, adult","male, female",News & Politics,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835983913987735552,Video_Finished\366\366_Arbic.srt
328,339.0,,367,,Video_Finished\367\367_English.srt,,"k12, adult","male, female",News & Politics,B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835983965925814272,Video_Finished\367\367_Arbic.srt
329,340.0,,368,,Video_Finished\368\368_English.srt,,adult,"male, female",News & Politics，Thriller,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835984010293149698,Video_Finished\368\368_Arbic.srt
330,341.0,,369,,Video_Finished\369\369_English.srt,,"k12, adult","male, female","Technology, Home & Garden",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835984058867408896,Video_Finished\369\369_Arbic.srt
331,342.0,,370,,Video_Finished\370\370_English.srt,,"k12, adult","male, female",Comedy，Humor,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835984103620628480,Video_Finished\370\370_Arbic.srt
332,343.0,,371,,Video_Finished\371\371_English.srt,,"k12, adult","male, female",Love & Relationships,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835984142073982976,Video_Finished\371\371_Arbic.srt
333,344.0,,372,,Video_Finished\372\372_English.srt,,"k12, adult","male, female",Love & Relationships，Comedy，Language,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835984182486106112,Video_Finished\372\372_Arbic.srt
334,345.0,,373,,Video_Finished\373\373_English.srt,,"k12, adult","male, female",Comedy，Humor,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835984225926524928,Video_Finished\373\373_Arbic.srt
335,346.0,,374,,Video_Finished\374\374_English.srt,,"k12, adult","male, female","Comedy，Humor, Culture, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835984324383604737,Video_Finished\374\374_Arbic.srt
336,347.0,,375,,Video_Finished\375\375_English.srt,,k12,"male, female","Food, Culture",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835984366771257344,Video_Finished\375\375_Arbic.srt
337,348.0,,376,,Video_Finished\376\376_English.srt,,"k12, adult","male, female",Movies & TV,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835992307142361090,Video_Finished\376\376_Arbic.srt
338,349.0,,377,,Video_Finished\377\377_English.srt,,"k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835992980898603009,Video_Finished\377\377_Arbic.srt
339,350.0,,378,,Video_Finished\378\378_English.srt,,"prek, k12","male, female","Comedy, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835993143897620480,Video_Finished\378\378_Arbic.srt
340,351.0,,379,,Video_Finished\379\379_English.srt,,"k12, adult","male, female","Comedy, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835993215284695040,Video_Finished\379\379_Arbic.srt
341,352.0,,380,,Video_Finished\380\380_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835993316581318656,Video_Finished\380\380_Arbic.srt
342,353.0,,381,,Video_Finished\381\381_English.srt,,"k12, adult","male, female","Psychology, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835993416103755776,Video_Finished\381\381_Arbic.srt
343,354.0,,382,,Video_Finished\382\382_English.srt,,"prek, k12","male, female","Education, DIY & Crafts, Fitness, Psychology",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835993580025552896,Video_Finished\382\382_Arbic.srt
344,355.0,,383,,Video_Finished\383\383_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835993953821937665,Video_Finished\383\383_Arbic.srt
345,356.0,,384,,Video_Finished\384\384_English.srt,,"k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835994029441048577,Video_Finished\384\384_Arbic.srt
346,357.0,,385,,Video_Finished\385\385_English.srt,,"k12, adult","male, female","Comedy, Sports, Humor, Love & Relationships",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835994146021724162,Video_Finished\385\385_Arbic.srt
347,358.0,,386,,Video_Finished\386\386_English.srt,,"prek, k12, adult","male, female","Comedy, Humor",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835994335587467267,Video_Finished\386\386_Arbic.srt
348,359.0,,387,,Video_Finished\387\387_English.srt,,"prek, k12, adult","male, female","Food, Music, Dance, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835994415530901504,Video_Finished\387\387_Arbic.srt
349,360.0,,388,,Video_Finished\388\388_English.srt,,"k12, adult","male, female","Comedy, Humor",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835996525869817858,Video_Finished\388\388_Arbic.srt
350,361.0,,389,,Video_Finished\389\389_English.srt,,"k12, adult","male, female","Food, Gaming",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835996606677266432,Video_Finished\389\389_Arbic.srt
351,362.0,,390,,Video_Finished\390\390_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835996679427452930,Video_Finished\390\390_Arbic.srt
352,363.0,,391,,Video_Finished\391\391_English.srt,,"k12, adult","male, female","Comedy, Art, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835996783379099648,Video_Finished\391\391_Arbic.srt
353,364.0,,393,,Video_Finished\393\393_English.srt,,"k12, adult","male, female","Food, Movies & TV, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835996968008159232,Video_Finished\393\393_Arbic.srt
354,365.0,,395,,Video_Finished\395\395_English.srt,,"k12, adult","male, female","Comedy, Movies & TV, Entertainment, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835997219066626048,Video_Finished\395\395_Arbic.srt
355,366.0,,396,,Video_Finished\396\396_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835998447544717313,Video_Finished\396\396_Arbic.srt
356,367.0,,397,,Video_Finished\397\397_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835998537374130177,Video_Finished\397\397_Arbic.srt
357,368.0,,398,,Video_Finished\398\398_English.srt,,"k12, adult","male, female","Comedy, Home & Garden, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835998850881560577,Video_Finished\398\398_Arbic.srt
358,369.0,,399,,Video_Finished\399\399_English.srt,,"prek, k12, adult","male, female","Comedy, Humor, Love & Relationships",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835998974277980160,Video_Finished\399\399_Arbic.srt
359,370.0,,400,,Video_Finished\400\400_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835999057014824961,Video_Finished\400\400_Arbic.srt
360,371.0,,401,,Video_Finished\401\401_English.srt,,"k12, adult","male, female","Travel, Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835999140603125761,Video_Finished\401\401_Arbic.srt
361,372.0,,402,,Video_Finished\402\402_English.srt,,"k12, adult","male, female","Comedy, Food, Education, Humor, Entertainment, Language",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835999270890766337,Video_Finished\402\402_Arbic.srt
362,373.0,,403,,Video_Finished\403\403_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835999357746425857,Video_Finished\403\403_Arbic.srt
363,374.0,,404,,Video_Finished\404\404_English.srt,,"prek, k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835999442827870208,Video_Finished\404\404_Arbic.srt
364,375.0,,405,,Video_Finished\405\405_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835999525979947008,Video_Finished\405\405_Arbic.srt
365,376.0,,406,,Video_Finished\406\406_English.srt,,"k12, adult","male, female","Comedy, Food, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835282255892865025,Video_Finished\406\406_Arbic.srt
366,377.0,,407,,Video_Finished\407\407_English.srt,,"k12, adult","male, female","Education, Entertainment, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835283261724692480,Video_Finished\407\407_Arbic.srt
367,378.0,,408,,Video_Finished\408\408_English.srt,,"k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835283593427021824,Video_Finished\408\408_Arbic.srt
368,379.0,,409,,Video_Finished\409\409_English.srt,,"prek, k12, adult","male, female","Comedy, Humor, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835283910587711488,Video_Finished\409\409_Arbic.srt
369,380.0,,410,,Video_Finished\410\410_English.srt,,"k12, adult","male, female","Comedy, Education, Humor, Entertainment, Languag",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835284233255538689,Video_Finished\410\410_Arbic.srt
370,381.0,,411,,Video_Finished\411\411_English.srt,,"prek, k12, adult","male, female","Comedy, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835286140208435201,Video_Finished\411\411_Arbic.srt
371,382.0,,412,,Video_Finished\412\412_English.srt,,"k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835286277303455744,Video_Finished\412\412_Arbic.srt
372,383.0,,413,,Video_Finished\413\413_English.srt,,"k12, adult","male, female","Comedy, Sports, Fitness, Humor, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835287423216652288,Video_Finished\413\413_Arbic.srt
373,384.0,,414,,Video_Finished\414\414_English.srt,,"k12, adult","male, female","Comedy, Food, Education, Humor, Entertainment, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835287561486098434,Video_Finished\414\414_Arbic.srt
374,385.0,,415,,Video_Finished\415\415_English.srt,,"k12, adult","male, female","Education, Technology, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835288137271746561,Video_Finished\415\415_Arbic.srt
375,386.0,,416,,Video_Finished\416\416_English.srt,,"k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835288344059322370,Video_Finished\416\416_Arbic.srt
376,387.0,,417,,Video_Finished\417\417_English.srt,,"k12, adult","male, female","Comedy, Education, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835288487324172289,Video_Finished\417\417_Arbic.srt
377,388.0,,418,,Video_Finished\418\418_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835289051793600512,Video_Finished\418\418_Arbic.srt
378,389.0,,419,,Video_Finished\419\419_English.srt,,adult,"male, female","Comedy, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835289351078166528,Video_Finished\419\419_Arbic.srt
379,390.0,,420,,Video_Finished\420\420_English.srt,,"k12, adult","male, female","Education, Technology, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835289689449451520,Video_Finished\420\420_Arbic.srt
380,391.0,,421,,Video_Finished\421\421_English.srt,,"prek, k12, adult","male, female","Comedy, Humor, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835289984803938304,Video_Finished\421\421_Arbic.srt
381,392.0,,422,,Video_Finished\422\422_English.srt,,"k12, adult","male, female","Comedy, Humor, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835290892606517248,Video_Finished\422\422_Arbic.srt
382,393.0,,423,,Video_Finished\423\423_English.srt,,"k12, adult","male, female","Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835290144858574849,Video_Finished\423\423_Arbic.srt
383,394.0,,424,,Video_Finished\424\424_English.srt,,"k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835797041315463168,Video_Finished\424\424_Arbic.srt
384,395.0,,425,,Video_Finished\425\425_English.srt,,"k12, adult","male, female","Education, Technology, Language",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835290455111233536,Video_Finished\425\425_Arbic.srt
385,396.0,,426,,Video_Finished\426\426_English.srt,,"k12, adult","male, female",,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684183386759168,Video_Finished\426\426_Arbic.srt
386,397.0,,427,,Video_Finished\427\427_English.srt,,adult,female,"Fashion, Beauty",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684183625838592,Video_Finished\427\427_Arbic.srt
387,398.0,,428,,Video_Finished\428\428_English.srt,,"prek, k12, adult","male, female","Comedy, Humor, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684371740385280,Video_Finished\428\428_Arbic.srt
388,399.0,,429,,Video_Finished\429\429_English.srt,,"k12, adult","male, female","Comedy, Food, Humor, Love & Relationships, Psychology, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684367864832002,Video_Finished\429\429_Arbic.srt
389,400.0,,430,,Video_Finished\430\430_English.srt,,"k12, adult","male, female","Sports, Fitness",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684370968621056,Video_Finished\430\430_Arbic.srt
390,401.0,,431,,Video_Finished\431\431_English.srt,,"prek, k12, adult","male, female","Comedy, Thriller, Entertainment, Education",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684373858508802,Video_Finished\431\431_Arbic.srt
391,402.0,,432,,Video_Finished\432\432_English.srt,,"k12, adult","male, female","Food, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684369047625729,Video_Finished\432\432_Arbic.srt
392,403.0,,433,,Video_Finished\433\433_English.srt,,"k12, adult","male, female","Movies & TV, Books, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835684371023159296,Video_Finished\433\433_Arbic.srt
393,404.0,,434,,Video_Finished\434\434_English.srt,,"k12, adult","male, female","Sports, Fitness, Thriller, Entertainmen",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686957688180736,Video_Finished\434\434_Arbic.srt
394,405.0,,435,,Video_Finished\435\435_English.srt,,"k12, adult","male, female","Pets, Home & Garden, Entertainment, Nature",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686964420022274,Video_Finished\435\435_Arbic.srt
395,406.0,,436,,Video_Finished\436\436_English.srt,,"k12, adult","male, female","Food, DIY & Crafts, Home & Garden, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686959567224833,Video_Finished\436\436_Arbic.srt
396,407.0,,437,,Video_Finished\437\437_English.srt,,"k12, adult","male, female","Sports, Fitness, Thriller, Entertainmen",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686962230599680,Video_Finished\437\437_Arbic.srt
397,408.0,,438,,Video_Finished\438\438_English.srt,,"k12, adult","male, female","Food, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686963862175747,Video_Finished\438\438_Arbic.srt
398,409.0,,439,,Video_Finished\439\439_English.srt,,"k12, adult","male, female","Food, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686966684942336,Video_Finished\439\439_Arbic.srt
399,410.0,,440,,Video_Finished\440\440_English.srt,,"k12, adult","male, female","Movies & TV, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686966684942336,Video_Finished\440\440_Arbic.srt
400,411.0,,441,,Video_Finished\441\441_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686960192180224,Video_Finished\441\441_Arbic.srt
401,412.0,,442,,Video_Finished\442\442_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686959844048896,Video_Finished\442\442_Arbic.srt
402,413.0,,443,,Video_Finished\443\443_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686962184454145,Video_Finished\443\443_Arbic.srt
403,414.0,,444,,Video_Finished\444\444_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686954739589121,Video_Finished\444\444_Arbic.srt
404,415.0,,445,,Video_Finished\445\445_English.srt,,adult,"male, female","Comedy, Cars & Vehicles, Humor, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835687900223770624,Video_Finished\445\445_Arbic.srt
405,416.0,,446,,Video_Finished\446\446_English.srt,,"k12, adult","male, female","Comedy, Cars & Vehicles, Humor, Love & Relationships",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835692387063705600,Video_Finished\446\446_Arbic.srt
406,417.0,,447,,Video_Finished\447\447_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835692385662795778,Video_Finished\447\447_Arbic.srt
407,418.0,,448,,Video_Finished\448\448_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835692386094825472,Video_Finished\448\448_Arbic.srt
408,419.0,,449,,Video_Finished\449\449_English.srt,,"k12, adult","male, female","Comedy, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835693858639458304,Video_Finished\449\449_Arbic.srt
409,420.0,,450,,Video_Finished\450\450_English.srt,,"k12, adult","male, female","Comedy, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835693854138974208,Video_Finished\450\450_Arbic.srt
410,421.0,,471,,Video_Finished\471\471_English.srt,,"k12, adult","male, female","Fashion, DIY & Crafts, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835697559340982273,Video_Finished\471\471_Arbic.srt
411,422.0,,472,,Video_Finished\472\472_English.srt,,"k12, adult","male, female",Food,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835697559340982273,Video_Finished\472\472_Arbic.srt
412,423.0,,473,,Video_Finished\473\473_English.srt,,"k12, adult","male, female","Comedy, Beauty, Humor, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835697552265183235,Video_Finished\473\473_Arbic.srt
413,424.0,,474,,Video_Finished\474\474_English.srt,,adult,"male, female","Comedy, Dance, Movies & TV, Humor, Love & Relationships, Thriller",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699209388572672,Video_Finished\474\474_Arbic.srt
414,425.0,,475,,Video_Finished\475\475_English.srt,,"k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699211053711361,Video_Finished\475\475_Arbic.srt
415,426.0,,476,,Video_Finished\476\476_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699214514020352,Video_Finished\476\476_Arbic.srt
416,427.0,,477,,Video_Finished\477\477_English.srt,,"k12, adult","male, female","Comedy, Food, Home & Garden, Humor, Love & Relationships, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699224232194048,Video_Finished\477\477_Arbic.srt
417,428.0,,478,,Video_Finished\478\478_English.srt,,"k12, adult","male, female","Food, Love & Relationships, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699210097405953,Video_Finished\478\478_Arbic.srt
418,429.0,,479,,Video_Finished\479\479_English.srt,,"k12, adult",female,"Fashion, Beauty, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699220264382464,Video_Finished\479\479_Arbic.srt
419,430.0,,480,,Video_Finished\480\480_English.srt,,adult,"male, female","Comedy, Humor, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699210718175232,Video_Finished\480\480_Arbic.srt
420,431.0,,481,,Video_Finished\481\481_English.srt,,"k12, adult","male, female","Comedy, Humor, Love & Relationships",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699213352169473,Video_Finished\481\481_Arbic.srt
421,432.0,,482,,Video_Finished\482\482_English.srt,,"k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699221614948352,Video_Finished\482\482_Arbic.srt
422,433.0,,483,,Video_Finished\483\483_English.srt,,"prek, k12, adult","male, female","Education, Language",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699212483977216,Video_Finished\483\483_Arbic.srt
423,434.0,,484,,Video_Finished\484\484_English.srt,,"k12, adult","male, female","Education, Language",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699218767020035,Video_Finished\484\484_Arbic.srt
424,435.0,,485,,Video_Finished\485\485_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835699210047074304,Video_Finished\485\485_Arbic.srt
425,436.0,,486,,Video_Finished\486\486_English.srt,,"k12, adult","male, female","Food, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951223104229376,Video_Finished\486\486_Arbic.srt
426,437.0,,487,,Video_Finished\487\487_English.srt,,"prek, k12, adult","male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951241890512896,Video_Finished\487\487_Arbic.srt
427,438.0,,488,,Video_Finished\488\488_English.srt,,"k12, adult","male, female","Comedy, Food, Humor, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951224295403521,Video_Finished\488\488_Arbic.srt
428,439.0,,489,,Video_Finished\489\489_English.srt,,"k12, adult","male, female","Education, Science",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951239969521665,Video_Finished\489\489_Arbic.srt
429,440.0,,490,,Video_Finished\490\490_English.srt,,"k12, adult","male, female","Food, Education, Fitness, Nature, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951237410992129,Video_Finished\490\490_Arbic.srt
430,441.0,,491,,Video_Finished\491\491_English.srt,,"k12, adult","male, female","Education, Science, Thriller",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951225327190016,Video_Finished\491\491_Arbic.srt
431,442.0,,492,,Video_Finished\492\492_English.srt,,"k12, adult","male, female",Entertainment,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951245157871617,Video_Finished\492\492_Arbic.srt
432,443.0,,493,,Video_Finished\493\493_English.srt,,"prek, k12, adult","male, female",Entertainment,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951227604717569,Video_Finished\493\493_Arbic.srt
433,444.0,,494,,Video_Finished\494\494_English.srt,,"k12, adult","male, female",Entertainment,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951233178951683,Video_Finished\494\494_Arbic.srt
434,445.0,,495,,Video_Finished\495\495_English.srt,,"prek, k12, adult","male, female","Pets, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951215982292992,Video_Finished\495\495_Arbic.srt
435,446.0,,496,,Video_Finished\496\496_English.srt,,"k12, adult","male, female","Travel, Thriller, Entertainment, Nature",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951226430296064,Video_Finished\496\496_Arbic.srt
436,447.0,,497,,Video_Finished\497\497_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835951238367281152,Video_Finished\497\497_Arbic.srt
