,Unnamed: 0.1,Unnamed: 0,vid,video_path,en_srt,zh_srt,age,gender,interests,level,备注,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,zhihu_url,ar_srt
196,197.0,201.0,202,Video_Finished\202\202_CE.mp4,Video_Finished\202\202_English.srt,Video_Finished\202\202_Chinese.srt,adult,"male, female",Cars & Vehicles,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835074080572854273,Video_Finished\202\202_Arbic.srt
197,198.0,202.0,203,Video_Finished\203\203_CE.mp4,Video_Finished\203\203_English.srt,Video_Finished\203\203_Chinese.srt,"k12, adult","male, female","Food, DIY & Crafts, Movies & TV, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835074287255564290,Video_Finished\203\203_Arbic.srt
198,199.0,203.0,204,Video_Finished\204\204_CE.mp4,Video_Finished\204\204_English.srt,Video_Finished\204\204_Chinese.srt,"k12, adult","male, female","Pets, Nature",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835074477119115265,Video_Finished\204\204_Arbic.srt
199,200.0,204.0,205,Video_Finished\205\205_CE.mp4,Video_Finished\205\205_English.srt,Video_Finished\205\205_Chinese.srt,adult,"male, female",DIY & Crafts,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835074668677165058,Video_Finished\205\205_Arbic.srt
200,201.0,205.0,206,Video_Finished\206\206_CE.mp4,Video_Finished\206\206_English.srt,Video_Finished\206\206_Chinese.srt,adult,"male, female","Cars & Vehicles, Technology",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835308260363747329,Video_Finished\206\206_Arbic.srt
201,202.0,206.0,207,Video_Finished\207\207_CE.mp4,Video_Finished\207\207_English.srt,Video_Finished\207\207_Chinese.srt,adult,"male, female","Comedy, Food, Humor, Love & Relationships",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835309398894977025,Video_Finished\207\207_Arbic.srt
202,203.0,207.0,208,Video_Finished\208\208_CE.mp4,Video_Finished\208\208_English.srt,Video_Finished\208\208_Chinese.srt,"k12, adult","male, female","Movies & TV, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835309917873004545,Video_Finished\208\208_Arbic.srt
203,204.0,208.0,209,Video_Finished\209\209_CE.mp4,Video_Finished\209\209_English.srt,Video_Finished\209\209_Chinese.srt,adult,"male, female","Comedy, Travel, Movies & TV, Humor, Entertainment, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835310341837422593,Video_Finished\209\209_Arbic.srt
204,205.0,209.0,210,Video_Finished\210\210_CE.mp4,Video_Finished\210\210_English.srt,Video_Finished\210\210_Chinese.srt,"k12, adult","male, female","Comedy, Travel, Movies & TV, Humor, Entertainment, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835310802510438400,Video_Finished\210\210_Arbic.srt
205,209.0,,85,,Video_Finished\85\85_English.srt,,"prek, k12, adult","male, female","Comedy, Pets, Humor, Entertainment",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835060919371173888,Video_Finished\85\85_Arbic.srt
206,210.0,,211,,Video_Finished\211\211_English.srt,,"k12, adult","male, female","Song, Music, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835311202479255552,Video_Finished\211\211_Arbic.srt
207,211.0,,212,,Video_Finished\212\212_English.srt,,"k12, adult","male, female","Education, Art, Philosophy",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835311608307527681,Video_Finished\212\212_Arbic.srt
208,212.0,,213,,Video_Finished\213\213_English.srt,,"k12, adult","male, female","Philosophy, Science Fiction, Psychology, Movies & TV",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312004937691136,Video_Finished\213\213_Arbic.srt
209,213.0,,214,,Video_Finished\214\214_English.srt,,"k12, adult","male, female","Drama, Health/Medical, Comedy, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312379421913090,Video_Finished\214\214_Arbic.srt
210,214.0,,215,,Video_Finished\215\215_English.srt,,"k12, adult","male, female","News & Politics, Education, History,",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312887427645440,Video_Finished\215\215_Arbic.srt
211,216.0,,217,,Video_Finished\217\217_English.srt,,"k12, adult","male, female","Psychology, Sports, Motivational",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835313617974738947,Video_Finished\217\217_Arbic.srt
212,217.0,,218,,Video_Finished\218\218_English.srt,,"k12, adult","male, female","Comedy, Fitness, Motivational",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835314002122661888,Video_Finished\218\218_Arbic.srt
213,218.0,,219,,Video_Finished\219\219_English.srt,,"k12, adult","male, female","Fitness, Motivational, Psychology, Sports, Film",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835314488280244224,Video_Finished\219\219_Arbic.srt
214,219.0,,220,,Video_Finished\220\220_English.srt,,"k12, adult","male, female",Music,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835314848067637248,Video_Finished\220\220_Arbic.srt
215,220.0,,222,,Video_Finished\222\222_English.srt,,adult,"male, female","Comedy, Movies & TV, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835315515259748352,Video_Finished\222\222_Arbic.srt
216,221.0,,223,,Video_Finished\223\223_English.srt,,"k12, adult","male, female",Home & Garden,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835315857980526593,Video_Finished\223\223_Arbic.srt
217,222.0,,224,,Video_Finished\224\224_English.srt,,"k12, adult","male, female","Comedy, Education, DIY & Crafts, Entertainment, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835316249434918913,Video_Finished\224\224_Arbic.srt
218,223.0,,225,,Video_Finished\225\225_English.srt,,adult,"male, female","Comedy, Movies & TV, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835316629334020096,Video_Finished\225\225_Arbic.srt
219,224.0,,226,,Video_Finished\226\226_English.srt,,"k12, adult","male, female","Comedy, Movies & TV, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835273629102895106,Video_Finished\226\226_Arbic.srt
220,225.0,,227,,Video_Finished\227\227_English.srt,,"k12, adult","male, female","Education,Technology, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835273777564483585,Video_Finished\227\227_Arbic.srt
221,226.0,,228,,Video_Finished\228\228_English.srt,,adult,"male, female","Travel, News & Politics",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835272701352226817,Video_Finished\228\228_Arbic.srt
222,227.0,,229,,Video_Finished\229\229_English.srt,,"k12, adult","male, female","Comedy, Movies & TV, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835273903443955712,Video_Finished\229\229_Arbic.srt
223,228.0,,230,,Video_Finished\230\230_English.srt,,"k12, adult","male, female","Comedy, Movies & TV, Humor, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835274421578915841,Video_Finished\230\230_Arbic.srt
224,229.0,,231,,Video_Finished\231\231_English.srt,,adult,"male, female","Movies & TV, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835274616823762945,Video_Finished\231\231_Arbic.srt
225,230.0,,233,,Video_Finished\233\233_English.srt,,"k12, adult","male, female","Technology, Movies & TV, Science",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835274963558477824,Video_Finished\233\233_Arbic.srt
226,231.0,,234,,Video_Finished\234\234_English.srt,,"prek, k12, adult","male, female",Entertainment,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835275120412860416,Video_Finished\234\234_Arbic.srt
227,232.0,,235,,Video_Finished\235\235_English.srt,,"k12, adult","male, female",Gaming,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835275600006365184,Video_Finished\235\235_Arbic.srt
228,233.0,,236,,Video_Finished\236\236_English.srt,,"k12, adult","male, female","Education, Movies & TV, Thriller, Entertainment, Nature, Science",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835275830621765632,Video_Finished\236\236_Arbic.srt
229,234.0,,237,,Video_Finished\237\237_English.srt,,"k12, adult","male, female","Entertainment, Science",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835276059534319616,Video_Finished\237\237_Arbic.srt
230,235.0,,238,,Video_Finished\238\238_English.srt,,"k12, adult","male, female","Cars & Vehicles, Movies & TV, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835276256708526080,Video_Finished\238\238_Arbic.srt
231,236.0,,239,,Video_Finished\239\239_English.srt,,prek,"male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835276523373985792,Video_Finished\239\239_Arbic.srt
232,237.0,,240,,Video_Finished\240\240_English.srt,,prek,"male, female","Education, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835276759202938881,Video_Finished\240\240_Arbic.srt
233,238.0,,241,,Video_Finished\241\241_English.srt,,"k12, adult","male, female","Comedy, Food, Movies & TV",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835276913343602688,Video_Finished\241\241_Arbic.srt
234,239.0,,243,,Video_Finished\243\243_English.srt,,adult,"male, female","Movies & TV, Love & Relationships, Psychology",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835277411018756096,Video_Finished\243\243_Arbic.srt
235,240.0,,244,,Video_Finished\244\244_English.srt,,"k12, adult","male, female","Movies & TV, Love & Relationships, Entertainment,",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835277658478497793,Video_Finished\244\244_Arbic.srt
236,241.0,,246,,Video_Finished\246\246_English.srt,,"k12, adult","male, female","Love & Relationships, Movies & TV, Psychology",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835768866724249600,Video_Finished\246\246_Arbic.srt
237,242.0,,247,,Video_Finished\247\247_English.srt,,"k12, adult","male, female","Food, Love & Relationships, Movies & TV",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835769094378491904,Video_Finished\247\247_Arbic.srt
238,243.0,,248,,Video_Finished\248\248_English.srt,,"k12, adult","male, female","Science, Movies & TV, Thriller",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835769246875000832,Video_Finished\248\248_Arbic.srt
239,244.0,,249,,Video_Finished\249\249_English.srt,,"k12, adult","male, female","Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835769445475303425,Video_Finished\249\249_Arbic.srt
240,245.0,,250,,Video_Finished\250\250_English.srt,,"k12, adult","male, female","Books, Education, Psychology",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835769576228524033,Video_Finished\250\250_Arbic.srt
241,246.0,,251,,Video_Finished\251\251_English.srt,,adult,"male, female","Books, Art",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835769799642341376,Video_Finished\251\251_Arbic.srt
242,247.0,,252,,Video_Finished\252\252_English.srt,,adult,"male, female",Books,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835770205151817730,Video_Finished\252\252_Arbic.srt
243,248.0,,253,,Video_Finished\253\253_English.srt,,"k12, adult","male, female","Education, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835770291382513664,Video_Finished\253\253_Arbic.srt
244,249.0,,255,,Video_Finished\255\255_English.srt,,"k12, adult","male, female","Education, Languag",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835770632081641472,Video_Finished\255\255_Arbic.srt
245,250.0,,256,,Video_Finished\256\256_English.srt,,"k12, adult","male, female","Education, Languag",C2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835770764386783234,Video_Finished\256\256_Arbic.srt
246,251.0,,258,,Video_Finished\258\258_English.srt,,"k12, adult","male, female","Education, Languag",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835771051981811712,Video_Finished\258\258_Arbic.srt
247,252.0,,259,,Video_Finished\259\259_English.srt,,"k12, adult","male, female","Education, Languag",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835771270203047937,Video_Finished\259\259_Arbic.srt
248,253.0,,261,,Video_Finished\261\261_English.srt,,"k12, adult","male, female","Education, Languag",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835771688123518976,Video_Finished\261\261_Arbic.srt
249,254.0,,262,,Video_Finished\262\262_English.srt,,"k12, adult","male, female","Education, Languag",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835771849629368320,Video_Finished\262\262_Arbic.srt
250,255.0,,263,,Video_Finished\263\263_English.srt,,"k12, adult","male, female","Education, Languag",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835772490980401154,Video_Finished\263\263_Arbic.srt
251,256.0,,264,,Video_Finished\264\264_English.srt,,"k12, adult","male, female","Education, Languag",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835772634199113728,Video_Finished\264\264_Arbic.srt
252,257.0,,265,,Video_Finished\265\265_English.srt,,"k12, adult","male, female","Gaming, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835772775568138240,Video_Finished\265\265_Arbic.srt
253,258.0,,266,,Video_Finished\266\266_English.srt,,adult,"male, female","DIY & Crafts, Cars & Vehicles",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835986532223283200,Video_Finished\266\266_Arbic.srt
254,259.0,,267,,Video_Finished\267\267_English.srt,,"k12, adult","male, female","Comedy, Movies & TV, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835986710170853377,Video_Finished\267\267_Arbic.srt
255,260.0,,268,,Video_Finished\268\268_English.srt,,"k12, adult","male, female","Education, Thriller, Entertainment, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835986810003656704,Video_Finished\268\268_Arbic.srt
256,261.0,,269,,Video_Finished\269\269_English.srt,,adult,"male, female",Books,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835986904748789760,Video_Finished\269\269_Arbic.srt
257,262.0,,271,,Video_Finished\271\271_English.srt,,"k12, adult","male, female","Science, Nature, Psychology",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835987207590129664,Video_Finished\271\271_Arbic.srt
258,263.0,,274,,Video_Finished\274\274_English.srt,,"k12, adult","male, female","Sports, Psychology, Education",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835987565183909889,Video_Finished\274\274_Arbic.srt
259,264.0,,276,,Video_Finished\276\276_English.srt,,"k12, adult","male, female","Philosophy, Education, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835988396423655424,Video_Finished\276\276_Arbic.srt
260,265.0,,277,,Video_Finished\277\277_English.srt,,"k12, adult","male, female",Music,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835988502183014400,Video_Finished\277\277_Arbic.srt
261,266.0,,278,,Video_Finished\278\278_English.srt,,"k12, adult","male, female","Love & Relationships, Poetry, Books",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835988655711322114,Video_Finished\278\278_Arbic.srt
262,267.0,,279,,Video_Finished\279\279_English.srt,,"k12, adult","male, female","Psychology, Philosophy",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835988752062894080,Video_Finished\279\279_Arbic.srt
263,268.0,,280,,Video_Finished\280\280_English.srt,,"k12, adult","male, female","Fitness, Health, Sports",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835988842420764672,Video_Finished\280\280_Arbic.srt
264,269.0,,281,,Video_Finished\281\281_English.srt,,"prek, k12",male,"Movies & TV, Nature",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835988998427901952,Video_Finished\281\281_Arbic.srt
265,270.0,,282,,Video_Finished\282\282_English.srt,,"prek, k12","male, female","Movies & TV, Language, Humor",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835989503287902208,Video_Finished\282\282_Arbic.srt
266,271.0,,283,,Video_Finished\283\283_English.srt,,"prek, k12","male, female",Movies & TV,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835989605314342912,Video_Finished\283\283_Arbic.srt
267,272.0,,284,,Video_Finished\284\284_English.srt,,prek,"male, female","Movies & TV, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835989702592843777,Video_Finished\284\284_Arbic.srt
268,273.0,,286,,Video_Finished\286\286_English.srt,,"k12, adult","male, female","Movies & TV, Friendship, Motivation",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835426426158981120,Video_Finished\286\286_Arbic.srt
269,274.0,,287,,Video_Finished\287\287_English.srt,,"prek, k12","male, female",Movies & TV,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835426473437167616,Video_Finished\287\287_Arbic.srt
270,275.0,,292,,Video_Finished\292\292_English.srt,,"prek, k12","male, female",Movies & TV,C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835427071603658752,Video_Finished\292\292_Arbic.srt
271,276.0,,296,,Video_Finished\296\296_English.srt,,prek,"male, female",Movies & TV,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835431617528721408,Video_Finished\296\296_Arbic.srt
272,277.0,,297,,Video_Finished\297\297_English.srt,,"prek, k12","male, female","Movies & TV, Humor, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835431686730567680,Video_Finished\297\297_Arbic.srt
273,278.0,,298,,Video_Finished\298\298_English.srt,,"prek, k12","male, female"," Home & Garden, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835431760881647617,Video_Finished\298\298_Arbic.srt
274,279.0,,299,,Video_Finished\299\299_English.srt,,"prek, k12","male, female","Movies & TV, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835431838555959298,Video_Finished\299\299_Arbic.srt
275,280.0,,301,,Video_Finished\301\301_English.srt,,"k12, adult","male, female",Movies & TV,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835435910822498305,Video_Finished\301\301_Arbic.srt
276,281.0,,304,,Video_Finished\304\304_English.srt,,"k12, adult","male, female","Movies & TV, Science",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835438044603346944,Video_Finished\304\304_Arbic.srt
277,283.0,,306,,Video_Finished\306\306_English.srt,,prek,"male, female","Movies & TV, Nature",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630037661003777,Video_Finished\306\306_Arbic.srt
278,284.0,,307,,Video_Finished\307\307_English.srt,,prek,"male, female",Movies & TV,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630084020649985,Video_Finished\307\307_Arbic.srt
279,285.0,,308,,Video_Finished\308\308_English.srt,,"prek, k12, adult","male, female"," Home & Garden, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630121186377729,Video_Finished\308\308_Arbic.srt
280,286.0,,309,,Video_Finished\309\309_English.srt,,"prek, k12, adult","male, female"," Home & Garden, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630164064747521,Video_Finished\309\309_Arbic.srt
281,287.0,,310,,Video_Finished\310\310_English.srt,,"prek, k12",female,DIY & Crafts,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630198986530816,Video_Finished\310\310_Arbic.srt
282,288.0,,311,,Video_Finished\311\311_English.srt,," k12, adult","male, female","DIY & Crafts, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630238668820482,Video_Finished\311\311_Arbic.srt
283,289.0,,312,,Video_Finished\312\312_English.srt,," k12, adult","male, female","DIY & Crafts, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630276182691841,Video_Finished\312\312_Arbic.srt
284,290.0,,313,,Video_Finished\313\313_English.srt,," k12, adult","male, female", Language,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630315449765889,Video_Finished\313\313_Arbic.srt
285,291.0,,314,,Video_Finished\314\314_English.srt,,"k12, adult","male, female","Home & Garden, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630363285782530,Video_Finished\314\314_Arbic.srt
286,292.0,,315,,Video_Finished\315\315_English.srt,,"k12, adult","male, female","Home & Garden, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630405442752512,Video_Finished\315\315_Arbic.srt
287,293.0,,316,,Video_Finished\316\316_English.srt,,prek,"male, female","Nature, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630457447923712,Video_Finished\316\316_Arbic.srt
288,294.0,,317,,Video_Finished\317\317_English.srt,,"prek, k12","male, female","DIY & Crafts, Thriller",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630579581845505,Video_Finished\317\317_Arbic.srt
289,295.0,,318,,Video_Finished\318\318_English.srt,,prek,female,"Art, DIY & Crafts",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630619331260416,Video_Finished\318\318_Arbic.srt
290,296.0,,319,,Video_Finished\319\319_English.srt,,"prek, k12",male,"Comedy, Sports",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630661404352512,Video_Finished\319\319_Arbic.srt
291,297.0,,321,,Video_Finished\321\321_English.srt,,prek,"male, female","Movies & TV, Codemy, Education, Love & Relationships",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630759131611136,Video_Finished\321\321_Arbic.srt
292,298.0,,322,,Video_Finished\322\322_English.srt,,prek,"male, female","Comedy, Home & Garden, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630817747025921,Video_Finished\322\322_Arbic.srt
293,299.0,,323,,Video_Finished\323\323_English.srt,,prek,"male, female","Fitness, Education, Dance",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630891122188288,Video_Finished\323\323_Arbic.srt
294,300.0,,324,,Video_Finished\324\324_English.srt,,"prek, k12",male,"Movies & TV, Comedy",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835630944096243713,Video_Finished\324\324_Arbic.srt
295,301.0,,325,,Video_Finished\325\325_English.srt,,"k12, adult","male, female",Love & Relationships,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835631015936278528,Video_Finished\325\325_Arbic.srt
296,302.0,,326,,Video_Finished\326\326_English.srt,,"prek, k12, adult","male, female","Food, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686340907372546,Video_Finished\326\326_Arbic.srt
297,303.0,,327,,Video_Finished\327\327_English.srt,,adult,"male, female","Fitness, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686380220575744,Video_Finished\327\327_Arbic.srt
298,304.0,,328,,Video_Finished\328\328_English.srt,,adult,"male, female",Psychology,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686415419191296,Video_Finished\328\328_Arbic.srt
299,305.0,,329,,Video_Finished\329\329_English.srt,,"prek, k12, adult","male, female","Nature, Language",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686471371198465,Video_Finished\329\329_Arbic.srt
300,311.0,,337,,Video_Finished\337\337_English.srt,,"k12, adult","male, female","Science, DIY & Crafts, Education",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686831263473664,Video_Finished\337\337_Arbic.srt
301,312.0,,338,,Video_Finished\338\338_English.srt,,prek,"male, female",Language,A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686922883850240,Video_Finished\338\338_Arbic.srt
302,313.0,,339,,Video_Finished\339\339_English.srt,,"prek, k12, adult","male, female","Science, Food, Education",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835686979339173888,Video_Finished\339\339_Arbic.srt
303,314.0,,340,,Video_Finished\340\340_English.srt,,prek,"male, female","Home & Garden, Comedy",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835687027414294528,Video_Finished\340\340_Arbic.srt
304,315.0,,341,,Video_Finished\341\341_English.srt,,prek,"male, female","DIY & Crafts, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835715184620077056,Video_Finished\341\341_Arbic.srt
305,316.0,,342,,Video_Finished\342\342_English.srt,,prek,female,"Comedy, Love & Relationships, Beauty",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835715662531670016,Video_Finished\342\342_Arbic.srt
306,317.0,,343,,Video_Finished\343\343_English.srt,,"prek, k12",male,"DIY & Crafts, Movies & TV",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835715768928567296,Video_Finished\343\343_Arbic.srt
307,318.0,,345,,Video_Finished\345\345_English.srt,,prek,"male, female","Dance, Education",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835716952594731008,Video_Finished\345\345_Arbic.srt
308,319.0,,346,,Video_Finished\346\346_English.srt,,"prek, k12","male, female",Movies & TV,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835978444787290113,Video_Finished\346\346_Arbic.srt
309,320.0,,347,,Video_Finished\347\347_English.srt,,k12,"male, female","Movies & TV, Psychology",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835978648861155330,Video_Finished\347\347_Arbic.srt
310,321.0,,348,,Video_Finished\348\348_English.srt,,"k12, adult","male, female","Movies & TV, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835978700530798593,Video_Finished\348\348_Arbic.srt
311,322.0,,349,,Video_Finished\349\349_English.srt,,adult,"male, female","Comedy, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835978822593409024,Video_Finished\349\349_Arbic.srt
312,323.0,,351,,Video_Finished\351\351_English.srt,,prek,female,"Education, Language, Pets",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979073215668224,Video_Finished\351\351_Arbic.srt
313,324.0,,352,,Video_Finished\352\352_English.srt,,"k12, adult","male, female",DIY，Science，Gaming,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979114152079361,Video_Finished\352\352_Arbic.srt
314,325.0,,353,,Video_Finished\353\353_English.srt,,"k12, adult","male, female",DIY，Entertainment,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835979165343559681,Video_Finished\353\353_Arbic.srt
