2,1834732157228154880
3,1834735057690046464
4,1834740920781774848
5,1834907245361647617
7,1834921136275722241
8,1834923508578254851
9,1834924513793540096
10,1834925549736304641
11,1834926312088805376
12,1834927312434503680
13,1834928667811254272
14,1834929479270686720
15,1834930145003184128
16,1834932050915909632
17,1834933238457573379
18,1834934263251873792
19,1834934838530039808
20,1834935283222708224
21,1834948272814432257
22,1834949314922815488
23,1834950536710979584
24,1834951362502336513
25,1834953188224155650
26,1835186991924387840
27,1835190473339310081
28,1835192115417714689
29,1835192589906739200
30,1835193090429825024
31,1835193603888123904
32,1835194172451192834
33,1835194727064018948
34,1835195301943726081
35,1835195758174941184
36,1835196223646228480
37,1835196223646228480
38,1835198489912553472
39,1835198983343058945
40,1835199446796881921
41,1835199929427050497
42,1835200411713286144
43,1835200987930968064
44,1835201674320416768
45,1835202228308295681
46,1835209471372173313
47,1835210260907974656
48,1835210818087698432
49,1835211387959390208
50,1835211905758793729
51,1835212336182480896
52,1835212799871164416
53,1835213288654393346
54,1835213767409016832
55,1835214190765289472
56,1835214664562270208
57,1835215144457736192
58,1835215601934684160
59,1835216065099096065
60,1835216627056119808
61,1835217043177218048
62,1835217466407661568
63,1835218127211859968
64,1835218641714565120
65,1835219728362254337
66,1835057433837441026
67,1835057434453995523
68,1835057562476740608
69,1835057621297680384
70,1835057870212833281
71,1835057928203288576
72,1835057991616962561
73,1835058085619712000
74,1835058166645276673
75,1835058303824175104
77,1835058439140810752
78,1835058498720899072
79,1835058561471893504
80,1835058623748907009
81,1835060609596674050
82,1835060688189517824
83,1835060758783852545
84,1835060819433496576
85,1835060919371173888
86,1835091791419957248
87,1835091802409017344
88,1835091845308370945
89,1835092305750650880
90,1835092446675083266
91,1835092926100795392
92,1835092962457038848
93,1835093002227433474
94,1835093038180999173
95,1835093074444951553
96,1835093112957050882
97,1835093190572634113
98,1835093240359051264
99,1835093307820232704
100,1835093360404201473
101,1835093404096286722
102,1835093658954780672
103,1835094466236657664
104,1835094595215712258
105,1835094634184970240
106,1835406774645174272
107,1835406834682425344
108,1835407088051953664
109,1835407133044269056
110,1835407180272119808
111,1834920605004214272
112,1834922088919613443
113,1834922151062405120
114,1834923221255852034
115,1834923292038930433
116,1834923360175411201
117,1834923418954391552
118,1834923466370994178
119,1834923542891855874
120,1834923592657293312
121,1834929904220774401
122,1834929958079823873
123,1834930015822823426
124,1834930080427675648
125,1834930150363512832
126,1834930206558801921
127,1834930272770084864
128,1834930340021555200
129,1834930404009840640
130,1834930466639200256
131,1834931319739645952
132,1834931510345605120
133,1834931597243195392
134,1834931666398896129
135,1834931752302432256
136,1834931815057596416
137,1834932058067169281
138,1834932125020856321
139,1834932189558607873
140,1834932255283359748
141,1835312031189823491
142,1835312049607024641
143,1835312088903467008
144,1835312132394192903
145,1835312166133190656
146,1835312201096892417
147,1835312241064435712
148,1835312426477813760
149,1835312484854136833
150,1835312543486328833
151,1835326743289946114
152,1835326911930327040
153,1835326955018387458
154,1835327014040637440
156,1835327114884288512
157,1835327164859424769
158,1835327265883426817
159,1835327314109550592
160,1835327411417399296
161,1835327486474448896
162,1835327533530374144
163,1835327586785431554
164,1835327633841328128
165,1835327739718152195
166,1835066535166742530
167,1835066197038739456
168,1835058725725011968
169,1835059111294820353
170,1835059467835809792
171,1835060907190910976
172,1835061644654436352
173,1835061824132882435
174,1835061978068025345
175,1835062084070694914
176,1835062368238956544
177,1835062501672366080
178,1835062672628002819
179,1835062830946201604
180,1835063024630759424
181,1835063360409980928
182,1835063537858375680
183,1835063635019452416
184,1835063851797856257
185,1835063939391692802
186,1835056690648715266
187,1835057812444680194
188,1835068472834539522
189,1835068822337507329
190,1835069165066665984
191,1835069357052534784
192,1835069508106194946
193,1835069611709710336
194,1835069938454372353
195,1835070169266917376
196,1835071870598258688
197,1835072260794363905
198,1835072668346499073
199,1835072956780376064
200,1835073057946996739
201,1835073254081036288
202,1835074080572854273
203,1835074287255564290
204,1835074477119115265
205,1835074668677165058
206,1835308260363747329
207,1835309398894977025
208,1835309917873004545
209,1835310341837422593
210,1835310802510438400
211,1835311202479255552
212,1835311608307527681
213,1835312004937691136
214,1835312379421913090
215,1835312887427645440
217,1835313617974738947
218,1835314002122661888
219,1835314488280244224
220,1835314848067637248
221,1835315170378919938
222,1835315515259748352
223,1835315857980526593
224,1835316249434918913
225,1835316629334020096
226,1835273629102895106
227,1835273777564483585
228,1835272701352226817
229,1835273903443955712
230,1835274421578915841
231,1835274616823762945
232,1835274779722117120
233,1835274963558477824
234,1835275120412860416
235,1835275600006365184
236,1835275830621765632
237,1835276059534319616
238,1835276256708526080
239,1835276523373985792
240,1835276759202938881
241,1835276913343602688
242,1835277263614119936
243,1835277411018756096
244,1835277658478497793
245,1835277890327015424
246,1835768866724249600
247,1835769094378491904
248,1835769246875000832
249,1835769445475303425
250,1835769576228524033
251,1835769799642341376
252,1835770205151817730
253,1835770291382513664
254,1835770463554498560
255,1835770632081641472
256,1835770764386783234
257,1835770909627142144
258,1835771051981811712
259,1835771270203047937
260,1835771464743260160
261,1835771688123518976
262,1835771849629368320
263,1835772490980401154
264,1835772634199113728
265,1835772775568138240
266,1835986532223283200
267,1835986710170853377
268,1835986810003656704
269,1835986904748789760
270,1835987010109722625
271,1835987207590129664
272,1835987383264362498
273,1835987483957002240
274,1835987565183909889
275,1835988206425890816
276,1835988396423655424
277,1835988502183014400
278,1835988655711322114
279,1835988752062894080
280,1835988842420764672
281,1835988998427901952
282,1835989503287902208
283,1835989605314342912
284,1835989702592843777
285,1835989869949767680
286,1835426426158981120
287,1835426473437167616
288,1835426774953115648
289,1835426927910985729
290,1835426971405905922
291,1835427028985315329
292,1835427071603658752
293,1835431428852174848
295,1835431555440463872
296,1835431617528721408
297,1835431686730567680
298,1835431760881647617
299,1835431838555959298
300,1835431883661533184
301,1835435910822498305
304,1835438044603346944
306,1835630037661003777
307,1835630084020649985
308,1835630121186377729
309,1835630164064747521
310,1835630198986530816
311,1835630238668820482
312,1835630276182691841
313,1835630315449765889
314,1835630363285782530
315,1835630405442752512
316,1835630457447923712
317,1835630579581845505
318,1835630619331260416
319,1835630661404352512
320,1835630710431567876
321,1835630759131611136
322,1835630817747025921
323,1835630891122188288
324,1835630944096243713
325,1835631015936278528
326,1835686340907372546
327,1835686380220575744
328,1835686415419191296
329,1835686471371198465
330,1835686515491090432
336,1835686782877978624
337,1835686831263473664
338,1835686922883850240
339,1835686979339173888
340,1835687027414294528
341,1835715184620077056
342,1835715662531670016
343,1835715768928567296
344,1835716873867640832
345,1835716952594731008
346,1835978444787290113
347,1835978648861155330
348,1835978700530798593
349,1835978822593409024
350,1835979036859437056
351,1835979073215668224
352,1835979114152079361
353,1835979165343559681
354,1835979210226794496
355,1835979243793821696
356,1835979292254818305
357,1835979341751795712
358,1835979381601869825
359,1835979436270428162
360,1835979499000446977
361,1835981340979380225
362,1835981390346321921
363,1835981443299418112
364,1835981486349762560
365,1835981555442536448
366,1835983913987735552
367,1835983965925814272
368,1835984010293149698
369,1835984058867408896
370,1835984103620628480
371,1835984142073982976
372,1835984182486106112
373,1835984225926524928
374,1835984324383604737
375,1835984366771257344
376,1835992307142361090
377,1835992980898603009
378,1835993143897620480
379,1835993215284695040
380,1835993316581318656
381,1835993416103755776
382,1835993580025552896
